,ts_code,extname,index_code,index_name,exchange,mgr_name,amount,human
371,159816.SZ,0-4地债ETF,931161.CSI,中证0-4年期地方政府债指数,SZ,鹏华基金,902011.135,1
231,159629.SZ,1000ETF,000852.SH,中证1000指数,SZ,富国基金,68556.913,1
965,560590.SH,1000ETF增强,000852.SH,中证1000指数,SH,鹏华基金,714.994,
274,159680.SZ,1000ETF增强,000852.SH,中证1000指数,SZ,招商基金,23493.909,
1024,561780.SH,1000增强ETF,000852.SH,中证1000指数,SH,博时基金,2559.163,
271,159677.SZ,1000增强ETF,000852.SH,中证1000指数,SZ,银华基金,8008.445,
277,159685.SZ,1000增强ETF天弘,000852.SH,中证1000指数,SZ,天弘基金,1142.098,
574,511270.SH,10年地方债ETF,950109.CSI,上证10年期地方政府债指数,SH,海富通基金,231559.453,1
558,510990.SH,180ESGETF,931088.CSI,中证180ESG指数,SH,工银瑞信基金,8130.156,
505,510010.SH,180治理ETF,000021.SH,上证180公司治理指数,SH,交银施罗德基金,61.236,
1010,561370.SH,2000ETF,932000.CSI,中证2000指数,SH,国泰基金,2463.062,
439,159907.SZ,2000ETF,399303.SZ,国证2000指数,SZ,广发基金,10227.369,1
169,159553.SZ,2000ETF增强,932000.CSI,中证2000指数,SZ,海富通基金,2723.293,
170,159555.SZ,2000增强ETF,932000.CSI,中证2000指数,SZ,银华基金,2039.457,
352,159791.SZ,300ESGETF,931463.CSI,沪深300ESG基准指数,SZ,华夏基金,237.224,
861,516830.SH,300ESGETF,931463.CSI,沪深300ESG基准指数,SH,富国基金,6614.817,1
49,159300.SZ,300ETF,000300.SH,沪深300指数,SZ,富国基金,141485.101,1
37,159238.SZ,300ETF增强,000300.SH,沪深300指数,SZ,景顺长城基金,13673.24,
1004,561300.SH,300增强ETF,000300.SH,沪深300指数,SH,国泰基金,88112.605,
253,159656.SZ,300成长ETF,000918.CSI,沪深300成长指数,SZ,万家基金,11144.192,
530,510370.SH,300指数ETF,000300.SH,沪深300指数,SH,兴业基金,1147.343,
1042,562080.SH,300现金流ETF,932366.CSI,沪深300自由现金流指数,SH,华宝基金,32976.631,
761,515300.SH,300红利低波ETF,930740.CSI,沪深300红利低波动指数,SH,嘉实基金,126012.325,
564,511090.SH,30年国债ETF,CBA21801.OTH,中债-30年期国债指数,SH,鹏扬基金,7804000.373,1
567,511130.SH,30年国债ETF博时,950175.CSI,上证30年期国债指数,SH,博时基金,2653997.63,
984,560950.SH,500ETF增强,000905.SH,中证小盘500指数,SH,汇添富基金,3153.374,
215,159610.SZ,500ETF增强,000905.SH,中证小盘500指数,SZ,景顺长城基金,4812.419,
221,159617.SZ,500价值ETF,931587.CSI,中证智选500价值稳健策略指数,SZ,华夏基金,390.291,
1014,561550.SH,500增强ETF,000905.SH,中证小盘500指数,SH,华泰柏瑞基金,13165.885,1
224,159620.SZ,500成长ETF,931590.CSI,中证智选500成长创新策略指数,SZ,华夏基金,920.681,
1033,561950.SH,500指数增强ETF,000905.SH,中证小盘500指数,SH,招商基金,4466.438,
775,515590.SH,500等权ETF,000982.SH,中证500等权重指数,SH,前海开源基金,188.114,
958,560500.SH,500质量成长ETF,930939.CSI,中证500质量成长指数,SH,鹏扬基金,3585.102,
551,510800.SH,50ETF基金,000016.SH,上证50指数,SH,建信基金,7933.98,
367,159811.SZ,5G50ETF,931406.CSI,中证5G产业50指数,SZ,博时基金,1688.516,
500,159994.SZ,5GETF,931079.CSI,中证5G通信主题指数,SZ,银华基金,40035.525,
740,515050.SH,5G通信ETF,931079.CSI,中证5G通信主题指数,SH,华夏基金,176024.458,1
487,159972.SZ,5年地债ETF,930865.CSI,中证5年期地方政府债指数,SZ,鹏华基金,2069432.483,1
562,511060.SH,5年地方债ETF,950045.CSI,上证5年期地方政府债指数,SH,海富通基金,1456030.399,
787,515800.SH,800ETF,000906.SH,中证800指数,SH,汇添富基金,51212.463,1
938,560030.SH,800价值ETF,H30356.CSI,中证800价值指数,SH,汇添富基金,44.734,
138,159517.SZ,800增强ETF,000906.SH,中证800指数,SZ,银华基金,8089.658,
1114,563990.SH,800现金流ETF,932368.CSI,中证800自由现金流指数,SH,富国基金,8662.4,
85,159355.SZ,800红利低波ETF,931848.CSI,中证800红利低波动指数,SZ,华宝基金,6313.14,
1104,563680.SH,800自由现金流ETF,932368.CSI,中证800自由现金流指数,SH,汇添富基金,3592.803,
997,561180.SH,A100ETF,000903.SH,中证A100指数,SH,富国基金,2445.244,
229,159627.SZ,A100ETF,000903.SH,中证A100指数,SZ,华夏基金,3521.534,
957,560380.SH,A100ETF南方,000903.SH,中证A100指数,SH,南方基金,14163.827,
258,159661.SZ,A100ETF嘉实,000903.SH,中证A100指数,SZ,嘉实基金,5374.316,
232,159630.SZ,A100ETF基金,000903.SH,中证A100指数,SZ,汇添富基金,1450.569,
1028,561880.SH,A100ETF基金,000903.SH,中证A100指数,SH,华富基金,34305.205,
278,159686.SZ,A100ETF易方达,000903.SH,中证A100指数,SZ,易方达基金,1825.341,
80,159339.SZ,A500ETF,000510.SH,中证A500指数,SZ,银华基金,202985.315,
107,159380.SZ,A500ETF东财,000510.SH,中证A500指数,SZ,西藏东财基金,1605.892,
609,512080.SH,A500ETF中金,000510.SH,中证A500指数,SH,中金基金,111524.856,
1096,563360.SH,A500ETF华泰柏瑞,000510.SH,中证A500指数,SH,华泰柏瑞基金,3003626.053,1
82,159351.SZ,A500ETF嘉实,000510.SH,中证A500指数,SZ,嘉实基金,2950594.889,
86,159356.SZ,A500ETF基金,000510.SH,中证A500指数,SZ,万家基金,156812.042,
607,512050.SH,A500ETF基金,000510.SH,中证A500指数,SH,华夏基金,3742200.736,
92,159362.SZ,A500ETF工银,000510.SH,中证A500指数,SZ,工银瑞信基金,86159.387,
605,512020.SH,A500ETF指数,000510.SH,中证A500指数,SH,鹏华基金,79452.157,
103,159376.SZ,A500ETF指数基金,000510.SH,中证A500指数,SZ,浦银安盛基金,19282.937,
91,159361.SZ,A500ETF易方达,000510.SH,中证A500指数,SZ,易方达基金,1092892.331,
112,159386.SZ,A500ETF永赢,000510.SH,中证A500指数,SZ,永赢基金,21105.339,
1111,563860.SH,A500ETF海富通,000510.SH,中证A500指数,SH,海富通基金,37844.048,
974,560750.SH,A500ETF申万菱信,000510.SH,中证A500指数,SH,申万菱信基金,12852.124,
106,159379.SZ,A500ETF融通,000510.SH,中证A500指数,SZ,融通基金,56776.475,
1103,563660.SH,A500ETF银河,000510.SH,中证A500指数,SH,银河基金,20772.318,
1101,563630.SH,A500增强ETF,000510.SH,中证A500指数,SH,国联安基金,10038.015,
43,159249.SZ,A500增强ETF工银,000510.SH,中证A500指数,SZ,工银瑞信基金,7886.095,
1100,563550.SH,A500增强ETF摩根,000510.SH,中证A500指数,SH,摩根基金,24415.617,
966,560610.SH,A500指数ETF,000510.SH,中证A500指数,SH,招商基金,369683.69,
614,512150.SH,A50ETF,XIN9.OTH,富时中国A50指数,SH,汇安基金,2126.852,
207,159601.SZ,A50ETF,746059L.MI,MSCI中国A50互联互通(人民币)指数(本币),SZ,华夏基金,43384.27,
204,159596.SZ,A50ETF华宝,930050.CSI,中证A50指数,SZ,华宝基金,100139.185,1
1070,562890.SH,A50ETF嘉实,930050.CSI,中证A50指数,SH,嘉实基金,25972.716,
201,159592.SZ,A50ETF基金,930050.CSI,中证A50指数,SZ,银华基金,65795.509,
621,512240.SH,A50ETF龙头,930050.CSI,中证A50指数,SH,鹏华基金,9174.758,
1092,563280.SH,A50增强ETF,746059L.MI,MSCI中国A50互联互通(人民币)指数(本币),SH,富国基金,2297.717,
116,159390.SZ,A50指数ETF,930050.CSI,中证A50指数,SZ,国联基金,26158.179,
880,517100.SH,AH500ETF,H30455.CSI,中证沪港深500指数,SH,富国基金,1393.575,
1194,589380.SH,AIETF富国,950180.CSI,上证科创板人工智能指数,SH,富国基金,1908.75,
661,512930.SH,AI人工智能ETF,930713.CSI,中证人工智能主题指数,SH,平安基金,47745.654,
1094,563330.SH,A股ETF,930903.CSI,中证A股指数,SH,华泰柏瑞基金,11440.021,
374,159821.SZ,BOCI创业板ETF,399006.SZ,创业板指数,SZ,中银证券,219.27,
251,159653.SZ,ESG300ETF,399378.SZ,国证ESG300指数,SZ,国联安基金,27.293,
851,516720.SH,ESGETF,931476.CSI,中证ESG120策略指数,SH,浦银安盛基金,97.779,
301,159717.SZ,ESGETF,399378.SZ,国证ESG300指数,SZ,鹏华基金,144.826,
511,510090.SH,ESGETF基金,000048.SH,上证社会责任指数,SH,建信基金,303.207,
550,510770.SH,G60创新ETF,950049.CSI,上证G60战略新兴产业成份指数,SH,申万菱信基金,578.176,
472,159954.SZ,H股ETF,HSCEI.HI,恒生中国企业指数,SZ,南方基金,10259.997,
555,510900.SH,H股ETF,HSCEI.HI,恒生中国企业指数,SH,易方达基金,261425.548,1
666,512990.SH,MSCIA股ETF,716567L.MI,MSCI中国A股国际通(人民币)指数(本币),SH,华夏基金,8515.297,
617,512180.SH,MSCIA股ETF基金,716567L.MI,MSCI中国A股国际通(人民币)指数(本币),SH,建信基金,62.587,
610,512090.SH,MSCIA股ETF易方达,716567L.MI,MSCI中国A股国际通(人民币)指数(本币),SH,易方达基金,10752.237,1
225,159621.SZ,MSCIESGETF,721638.MI,MSCI中国A股(人民币)ESG通用指数,SZ,国泰基金,4047.486,
633,512520.SH,MSCIETF,716567.MI,MSCI中国A股国际通(人民币)指数,SH,华泰柏瑞基金,510.679,
939,560050.SH,MSCI中国A50ETF,746059L.MI,MSCI中国A50互联互通(人民币)指数(本币),SH,汇添富基金,37873.457,1
615,512160.SH,MSCI中国A股ETF,716567L.MI,MSCI中国A股国际通(人民币)指数(本币),SH,南方基金,7031.916,
626,512360.SH,MSCI中国A股ETF基金,704843.MI,MSCI中国A股国际指数,SH,平安基金,356.686,
627,512380.SH,MSCI中国ETF,718711L.MI,MSCI中国A股人民币指数(本币),SH,银华基金,5046.72,
750,515160.SH,MSCI中国ETF招商,716567L.MI,MSCI中国A股国际通(人民币)指数(本币),SH,招商基金,6662.411,
441,159909.SZ,TMT50ETF,399610.SZ,深证电子信息传媒产业50指数,SZ,招商基金,2279.134,
620,512220.SH,TMTETF,H30318.CSI,中证科技传媒通信150指数,SH,景顺长城基金,1986.64,
348,159786.SZ,VRETF,930821.CSI,中证虚拟现实主题指数,SZ,银华基金,6507.094,
749,515150.SH,一带一路ETF,000859.CSI,中证国企一带一路指数,SH,富国基金,6014.271,1
746,515110.SH,一带一路ETF易方达,000859.CSI,中证国企一带一路指数,SH,易方达基金,6759.245,
552,510810.SH,上海国企ETF,950096.CSI,中证上海国企指数,SH,汇添富基金,5896.969,
380,159830.SZ,上海金ETF,SHAU.SGE,黄金集中定价(SHAU合约),SZ,天弘基金,18395.661,
903,518600.SH,上海金ETF,SHAU.SGE,黄金集中定价(SHAU合约),SH,广发基金,46883.469,
381,159831.SZ,上海金ETF嘉实,SHAU.SGE,黄金集中定价(SHAU合约),SZ,嘉实基金,29578.75,
517,510180.SH,上证180ETF,000010.SH,上证180指数,SH,华安基金,43951.253,
930,530300.SH,上证180ETF华泰柏瑞,000010.SH,上证180指数,SH,华泰柏瑞基金,14746.601,
931,530580.SH,上证180ETF南方,000010.SH,上证180指数,SH,南方基金,24877.964,
933,530800.SH,上证180ETF基金,000010.SH,上证180指数,SH,银华基金,514.254,
927,530080.SH,上证180ETF天弘,000010.SH,上证180指数,SH,天弘基金,10909.021,
508,510040.SH,上证180ETF指数,000010.SH,上证180指数,SH,鹏华基金,3084.371,
929,530280.SH,上证180ETF指数基金,000010.SH,上证180指数,SH,平安基金,1590.772,
928,530180.SH,上证180ETF易方达,000010.SH,上证180指数,SH,易方达基金,3411.191,
932,530680.SH,上证180指数ETF基金,000010.SH,上证180指数,SH,兴业基金,22314.452,
523,510290.SH,上证380ETF,000009.SH,上证380指数,SH,南方基金,1370.596,
509,510050.SH,上证50ETF,000016.SH,上证50指数,SH,华夏基金,1598907.166,1
926,530050.SH,上证50ETF东财,000016.SH,上证50指数,SH,西藏东财基金,1550.168,
547,510710.SH,上证50ETF博时,000016.SH,上证50指数,SH,博时基金,4901.758,
546,510680.SH,上证50ETF基金,000016.SH,上证50指数,SH,万家基金,13741.015,
925,530000.SH,上证50ETF天弘,000016.SH,上证50指数,SH,天弘基金,867.747,
553,510850.SH,上证50ETF工银,000016.SH,上证50指数,SH,工银瑞信基金,5033.04,
556,510950.SH,上证50ETF广发,000016.SH,上证50指数,SH,广发基金,5261.986,
518,510190.SH,上证50ETF指数基金,000016.SH,上证50指数,SH,华安基金,4271.532,
512,510100.SH,上证50ETF易方达,000016.SH,上证50指数,SH,易方达基金,231518.604,
1086,563090.SH,上证50增强ETF易方达,000016.SH,上证50指数,SH,易方达基金,3194.844,
513,510130.SH,上证中盘ETF易方达,000044.SH,上证中盘指数,SH,易方达基金,1839.551,
563,511070.SH,上证公司债ETF,950245.CSI,上证基准做市公司债指数,SH,南方基金,3942805.514,1
519,510200.SH,上证券商ETF,950105.CSI,上证证券行业指数,SH,汇安基金,2036.184,
569,511180.SH,上证可转债ETF,950041.CSI,上证投资级可转债及可交换债券指数,SH,海富通基金,655485.585,1
520,510210.SH,上证指数ETF,000001.SH,上证综合指数,SH,富国基金,221775.192,
1065,562810.SH,上证指数增强ETF,000001.SH,上证综合指数,SH,嘉实基金,2809.682,
557,510980.SH,上证综合ETF,000001.SH,上证综合指数,SH,汇添富基金,16489.228,
549,510760.SH,上证综指ETF,000001.SH,上证综合指数,SH,国泰基金,92468.06,
1090,563210.SH,专精特新ETF,HSCSSE.HI,恒生A股专精特新企业指数,SH,富国基金,901.861,
716,513730.SH,东南亚科技ETF,ASIATECP.OTH,新交所泛东南亚科技指数,SH,华泰柏瑞基金,54799.632,
447,159918.SZ,中创400ETF,399624.SZ,中小创业企业400指数,SZ,嘉实基金,21.788,
208,159602.SZ,中国A50ETF,746059L.MI,MSCI中国A50互联互通(人民币)指数(本币),SZ,南方基金,17365.014,
1079,563000.SH,中国A50ETF,746059L.MI,MSCI中国A50互联互通(人民币)指数(本币),SH,易方达基金,34411.978,
885,517180.SH,中国国企ETF,GPCCH003.OTH,富时中国国企开放共赢指数,SH,南方基金,20209.061,
435,159902.SZ,中小100ETF,399005.SZ,中小企业100指数,SZ,华夏基金,4239.216,
689,513220.SH,中概互联ETF,930796.CSI,中证全球中国互联网指数,SH,招商基金,51560.943,
210,159605.SZ,中概互联ETF,930604.CSI,中证海外中国互联网30指数,SZ,广发基金,310139.888,
212,159607.SZ,中概互联网ETF,930604.CSI,中证海外中国互联网30指数,SZ,嘉实基金,117906.67,
672,513050.SH,中概互联网ETF,H30533.CSI,中证海外中国互联网50指数,SH,易方达基金,1345791.316,1
1051,562390.SH,中药50ETF,930641.CSI,中证中药指数,SH,银华基金,911.199,
942,560080.SH,中药ETF,930641.CSI,中证中药指数,SH,汇添富基金,18881.155,
246,159647.SZ,中药ETF,930641.CSI,中证中药指数,SZ,鹏华基金,20410.861,1
1013,561510.SH,中药ETF华泰柏瑞,930641.CSI,中证中药指数,SH,华泰柏瑞基金,2379.824,
392,159845.SZ,中证1000ETF,000852.SH,中证1000指数,SZ,华夏基金,144572.915,
611,512100.SH,中证1000ETF,000852.SH,中证1000指数,SH,南方基金,958508.578,1
822,516300.SH,中证1000ETF华泰柏瑞,000852.SH,中证1000指数,SH,华泰柏瑞基金,5512.072,
945,560110.SH,中证1000ETF基金,000852.SH,中证1000指数,SH,汇添富基金,12368.356,
1003,561280.SH,中证1000ETF增强,000852.SH,中证1000指数,SH,工银瑞信基金,1467.456,
936,560010.SH,中证1000ETF指数,000852.SH,中证1000指数,SH,广发基金,98381.354,
235,159633.SZ,中证1000ETF易方达,000852.SH,中证1000指数,SZ,易方达基金,48262.035,
1055,562530.SH,中证1000价值ETF,931588.CSI,中证智选1000价值稳健策略指数,SH,华夏基金,1789.945,
1018,561590.SH,中证1000增强ETF,000852.SH,中证1000指数,SH,华泰柏瑞基金,2988.616,
273,159679.SZ,中证1000增强ETF,000852.SH,中证1000指数,SZ,国泰基金,3241.612,
1054,562520.SH,中证1000成长ETF,931591.CSI,中证智选1000成长创新策略指数,SH,华夏基金,1245.643,
150,159531.SZ,中证2000ETF,932000.CSI,中证2000指数,SZ,南方基金,77658.222,
1093,563300.SH,中证2000ETF,932000.CSI,中证2000指数,SH,华泰柏瑞基金,259799.869,1
1062,562660.SH,中证2000ETF华夏,932000.CSI,中证2000指数,SH,华夏基金,12433.765,
153,159535.SZ,中证2000ETF嘉实,932000.CSI,中证2000指数,SZ,嘉实基金,486.845,
152,159533.SZ,中证2000ETF基金,932000.CSI,中证2000指数,SZ,博时基金,1255.698,
950,560220.SH,中证2000ETF基金,932000.CSI,中证2000指数,SH,广发基金,1673.995,
171,159556.SZ,中证2000ETF增强,932000.CSI,中证2000指数,SZ,平安基金,2904.532,
1089,563200.SH,中证2000ETF富国,932000.CSI,中证2000指数,SH,富国基金,2065.009,
151,159532.SZ,中证2000ETF易方达,932000.CSI,中证2000指数,SZ,易方达基金,11822.358,
168,159552.SZ,中证2000增强ETF,932000.CSI,中证2000指数,SZ,招商基金,28438.772,
154,159536.SZ,中证2000指数ETF,932000.CSI,中证2000指数,SZ,汇添富基金,4846.519,
450,159922.SZ,中证500ETF,000905.SH,中证小盘500指数,SZ,嘉实基金,83061.988,
534,510500.SH,中证500ETF,000905.SH,中证小盘500指数,SH,南方基金,785483.34,
631,512500.SH,中证500ETF华夏,000905.SH,中证小盘500指数,SH,华夏基金,56868.659,
632,512510.SH,中证500ETF华泰柏瑞,000905.SH,中证小盘500指数,SH,华泰柏瑞基金,17094.627,
483,159968.SZ,中证500ETF博时,000905.SH,中证小盘500指数,SZ,博时基金,1520.722,
535,510510.SH,中证500ETF基金,000905.SH,中证小盘500指数,SH,广发基金,7429.557,
78,159337.SZ,中证500ETF基金,000905.SH,中证小盘500指数,SZ,西藏东财基金,26179.126,
373,159820.SZ,中证500ETF天弘,000905.SH,中证小盘500指数,SZ,天弘基金,4235.681,
536,510530.SH,中证500ETF工银,000905.SH,中证小盘500指数,SH,工银瑞信基金,2109.4,
541,510590.SH,中证500ETF平安,000905.SH,中证小盘500指数,SH,平安基金,2653.493,
540,510580.SH,中证500ETF易方达,000905.SH,中证小盘500指数,SH,易方达基金,28677.391,
459,159935.SZ,中证500ETF景顺,000905.SH,中证小盘500指数,SZ,景顺长城基金,979.384,
771,515530.SH,中证500ETF泰康,000905.SH,中证小盘500指数,SH,泰康基金,715.964,
495,159982.SZ,中证500ETF鹏华,000905.SH,中证小盘500指数,SZ,鹏华基金,3525.428,
1046,562330.SH,中证500价值ETF,H30352.CSI,中证500价值指数,SH,银华基金,1892.323,
623,512260.SH,中证500低波动ETF,930782.CSI,中证500行业中性低波动指数,SH,华安基金,208.261,
272,159678.SZ,中证500增强ETF,000905.SH,中证小盘500指数,SZ,博时基金,1105.381,
944,560100.SH,中证500增强ETF,000905.SH,中证小盘500指数,SH,南方基金,6683.636,
1082,563030.SH,中证500增强ETF易方达,000905.SH,中证小盘500指数,SH,易方达基金,3097.12,
1047,562340.SH,中证500成长ETF,930939.CSI,中证500质量成长指数,SH,银华基金,231.755,
211,159606.SZ,中证500成长ETF,930939.CSI,中证500质量成长指数,SZ,易方达基金,8934.954,
359,159800.SZ,中证800ETF,000906.SH,中证800指数,SZ,鹏华基金,202.655,
788,515810.SH,中证800ETF,000906.SH,中证800指数,SH,易方达基金,22072.238,
233,159631.SZ,中证A100ETF,000903.SH,中证A100指数,SZ,招商基金,9527.403,
660,512910.SH,中证A100ETF,000903.SH,中证A100指数,SH,广发基金,16920.025,
451,159923.SZ,中证A100ETF基金,000903.SH,中证A100指数,SZ,大成基金,591.979,
1037,562000.SH,中证A100ETF基金,000903.SH,中证A100指数,SH,华宝基金,23522.76,
999,561200.SH,中证A100ETF工银,000903.SH,中证A100指数,SH,工银瑞信基金,706.908,
1023,561770.SH,中证A100指数ETF,000903.SH,中证A100指数,SH,博时基金,7474.268,
959,560510.SH,中证A500ETF,000510.SH,中证A500指数,SH,泰康基金,179739.152,
79,159338.SZ,中证A500ETF,000510.SH,中证A500指数,SZ,国泰基金,2247328.965,
89,159359.SZ,中证A500ETF华安,000510.SH,中证A500指数,SZ,华安基金,139429.716,
1098,563500.SH,中证A500ETF华宝,000510.SH,中证A500指数,SH,华宝基金,78612.263,
83,159352.SZ,中证A500ETF南方,000510.SH,中证A500指数,SZ,南方基金,2668272.681,1
88,159358.SZ,中证A500ETF基金,000510.SH,中证A500指数,SZ,大成基金,150730.671,
90,159360.SZ,中证A500ETF天弘,000510.SH,中证A500指数,SZ,天弘基金,85075.321,
1091,563220.SH,中证A500ETF富国,000510.SH,中证A500指数,SH,富国基金,895253.157,
16,159215.SZ,中证A500ETF指数基金,000510.SH,中证A500指数,SZ,平安基金,60593.689,
961,560530.SH,中证A500ETF摩根,000510.SH,中证A500指数,SH,摩根基金,314732.301,
84,159353.SZ,中证A500ETF景顺,000510.SH,中证A500指数,SZ,景顺长城基金,417842.159,
1109,563800.SH,中证A500ETF龙头,000510.SH,中证A500指数,SH,广发基金,956363.043,
26,159226.SZ,中证A500增强ETF,000510.SH,中证A500指数,SZ,国泰基金,10083.814,
991,561090.SH,中证A500增强ETF,000510.SH,中证A500指数,SH,华安基金,15928.054,
39,159240.SZ,中证A500增强ETF天弘,000510.SH,中证A500指数,SZ,天弘基金,2115.328,
87,159357.SZ,中证A500指数ETF,000510.SH,中证A500指数,SZ,博时基金,145980.734,
1112,563880.SH,中证A500指数ETF,000510.SH,中证A500指数,SH,汇添富基金,253163.193,
1102,563650.SH,中证A500龙头ETF,000510.SH,中证A500指数,SH,兴业基金,20369.936,
1095,563350.SH,中证A50ETF,930050.CSI,中证A50指数,SH,华泰柏瑞基金,25848.32,
200,159591.SZ,中证A50ETF,930050.CSI,中证A50指数,SZ,富国基金,49995.956,
1021,561750.SH,中证A50ETF博时,930050.CSI,中证A50指数,SH,博时基金,16433.933,
1001,561230.SH,中证A50ETF基金,930050.CSI,中证A50指数,SH,工银瑞信基金,24481.968,
203,159595.SZ,中证A50ETF基金,930050.CSI,中证A50指数,SZ,大成基金,161555.744,
622,512250.SH,中证A50ETF招商,930050.CSI,中证A50指数,SH,招商基金,4156.983,
955,560350.SH,中证A50ETF指数基金,930050.CSI,中证A50指数,SH,摩根基金,296249.022,
978,560820.SH,中证A50ETF新华,930050.CSI,中证A50指数,SH,新华基金,31600.252,
1085,563080.SH,中证A50ETF易方达,930050.CSI,中证A50指数,SH,易方达基金,187112.428,
202,159593.SZ,中证A50指数ETF,930050.CSI,中证A50指数,SZ,平安基金,269874.599,
34,159235.SZ,中证现金流ETF,932365.CSI,中证全指自由现金流指数,SZ,大成基金,94657.307,
743,515080.SH,中证红利ETF,000922.CSI,中证红利指数,SH,招商基金,253061.031,1
11,159209.SZ,中证红利质量ETF,932315.CSI,中证全指红利质量指数,SZ,招商基金,10288.865,1
986,560990.SH,中金科技先锋ETF,931447.CSI,中证科技先锋指数,SH,中金基金,90.799,
910,518890.SH,中银上海金ETF,SHAU.SGE,黄金集中定价(SHAU合约),SH,中银基金,22299.14,
753,515190.SH,中银证券500ETF,000905.SH,中证小盘500指数,SH,中银证券,65.236,
695,513310.SH,中韩半导体ETF,931790.CSI,中证韩交所中韩半导体指数,SH,华泰柏瑞基金,125396.076,1
267,159672.SZ,主要消费ETF,000932.SH,中证主要消费指数,SZ,博时基金,1857.009,
970,560660.SH,云50ETF,931469.CSI,中证云计算50指数,SH,新华基金,2837.323,1
146,159527.SZ,云计算50ETF,930851.CSI,中证云计算与大数据主题指数,SZ,广发基金,8291.936,
844,516630.SH,云计算50ETF,930851.CSI,中证云计算与大数据主题指数,SH,华夏基金,11429.104,
427,159890.SZ,云计算ETF,930851.CSI,中证云计算与大数据主题指数,SZ,招商基金,23144.239,
833,516510.SH,云计算ETF,930851.CSI,中证云计算与大数据主题指数,SH,易方达基金,133061.524,
316,159738.SZ,云计算ETF华泰柏瑞,931470.CSI,中证沪港深云计算产业指数,SZ,华泰柏瑞基金,26332.487,
892,517390.SH,云计算ETF沪港深,931470.CSI,中证沪港深云计算产业指数,SH,天弘基金,9234.244,
310,159729.SZ,互联网ETF,930625.CSI,中证沪港深互联网指数,SZ,汇添富基金,332.734,
886,517200.SH,互联网ETF,930625.CSI,中证沪港深互联网指数,SH,嘉实基金,1178.59,
877,517050.SH,互联网ETF华泰柏瑞,930625.CSI,中证沪港深互联网指数,SH,华泰柏瑞基金,4854.534,
166,159550.SZ,互联网ETF沪港深,930625.CSI,中证沪港深互联网指数,SZ,西藏东财基金,1890.276,
400,159856.SZ,互联网龙头ETF,930625.CSI,中证沪港深互联网指数,SZ,工银瑞信基金,4616.626,1
279,159687.SZ,亚太精选ETF,GPCSP006.OTH,富时亚太低碳精选指数,SZ,南方基金,19610.62,1
584,511690.SH,交易货币ETF,,,SH,大成基金,8303.679,
1006,561320.SH,交运ETF,000945.CSI,中证内地运输主题指数,SH,国泰基金,1881.831,
259,159662.SZ,交运ETF,399433.SZ,国证交通运输行业指数,SZ,南方基金,5559.667,
262,159666.SZ,交通运输ETF,H30171.CSI,中证全指运输指数,SZ,华夏基金,4006.911,
515,510160.SH,产业升级ETF,000901.SH,中证南方小康产业指数,SH,南方基金,750.087,1
898,517800.SH,人工智能50ETF,931487.CSI,中证沪港深人工智能50指数,SH,方正富邦基金,4686.755,
742,515070.SH,人工智能AIETF,930713.CSI,中证人工智能主题指数,SH,华夏基金,65153.891,
798,515980.SH,人工智能ETF,931071.CSI,中证人工智能产业指数,SH,华富基金,110279.217,
372,159819.SZ,人工智能ETF,930713.CSI,中证人工智能主题指数,SZ,易方达基金,317160.593,1
42,159246.SZ,人工智能ETF富国,970070.SZ,创业板人工智能指数,SZ,富国基金,150684.557,
1166,588760.SH,人工智能ETF科创,950180.CSI,上证科创板人工智能指数,SH,广发基金,109104.59,
606,512040.SH,价值100ETF,931052.CSI,中证国信价值指数,SH,富国基金,56528.105,
507,510030.SH,价值ETF,000029.SH,上证180价值指数,SH,华宝基金,5408.891,
46,159263.SZ,价值ETF,980081.SZ,国证价值100指数,SZ,易方达基金,93518.955,1
362,159805.SZ,传媒ETF,399971.SZ,中证传媒指数,SZ,鹏华基金,16623.997,
665,512980.SH,传媒ETF,399971.SZ,中证传媒指数,SH,广发基金,76847.832,1
805,516070.SH,低碳ETF易方达,000977.CSI,中证内地低碳经济主题指数,SH,易方达基金,13036.466,
592,511860.SH,保证金货币ETF,,,SH,博时基金,309.991,
777,515630.SH,保险证券ETF,399966.SZ,中证800证券保险指数,SH,鹏华基金,23684.138,
979,560850.SH,信创50ETF,931247.CSI,中证信息技术应用创新产业指数,SH,汇添富基金,12661.627,
155,159537.SZ,信创ETF,CN5075.SZ,国证信息技术创新主题指数,SZ,国泰基金,9625.559,
1058,562570.SH,信创ETF,931247.CSI,中证信息技术应用创新产业指数,SH,华夏基金,36867.825,1
1039,562030.SH,信创ETF基金,931247.CSI,中证信息技术应用创新产业指数,SH,华宝基金,17248.925,
156,159538.SZ,信创ETF富国,CN5075.SZ,国证信息技术创新主题指数,SZ,富国基金,7560.75,
157,159539.SZ,信创ETF广发,CN5075.SZ,国证信息技术创新主题指数,SZ,广发基金,5216.562,
158,159540.SZ,信创ETF易方达,CN5075.SZ,国证信息技术创新主题指数,SZ,易方达基金,7265.325,
1073,562920.SH,信息安全ETF,399994.SZ,中证信息安全主题指数,SH,易方达基金,2089.641,
218,159613.SZ,信息安全ETF,399994.SZ,中证信息安全主题指数,SZ,嘉实基金,2693.087,1
1057,562560.SH,信息技术ETF,000993.SH,中证全指信息技术指数,SH,华夏基金,71.495,
